,status
10180,1
10804,1
466,1
2930,1
2867,0
10696,0
4333,1
6431,0
9356,1
6990,1
6022,0
11386,1
11328,0
8798,1
7769,0
8685,0
7630,0
7242,0
2701,1
5243,0
2650,0
1620,0
3065,1
11275,1
6562,1
10540,0
485,1
6664,0
1711,0
7200,1
7074,0
1635,0
237,0
10751,0
3879,0
6194,1
2945,0
9396,1
2685,1
5914,0
9295,0
2899,0
8703,0
9338,0
6559,0
11227,1
4835,0
6596,1
8947,1
194,0
3749,1
9064,1
10855,1
8093,0
8702,0
8133,0
3832,0
9052,1
3420,0
11145,1
5002,1
966,1
6042,1
10141,1
6014,0
972,0
6462,0
6331,1
11301,0
436,0
1519,0
5992,1
8297,1
2702,0
5425,0
6263,0
2283,0
944,1
2574,1
4816,0
6841,1
8137,1
3500,1
738,1
7573,0
1806,1
8817,1
8289,1
4196,1
6082,1
86,1
8861,1
820,0
11263,1
8182,1
4732,0
4898,1
2414,0
7493,1
7014,0
2921,1
8764,1
4635,0
2588,1
10557,1
10902,1
1515,0
10713,1
1705,1
1228,1
4644,0
9613,1
5080,0
7449,0
5937,1
7080,0
6811,1
5662,0
5517,1
8351,1
6789,1
2225,0
880,1
10028,0
1378,1
2497,0
9086,0
2686,1
350,1
2406,1
4817,0
9731,0
5098,1
3716,1
9003,0
10366,1
1834,0
4365,1
5274,0
537,1
561,0
586,1
315,0
2363,0
11049,0
1140,0
4079,1
10416,0
7579,0
9099,0
8544,0
3704,1
10054,1
4610,0
3936,1
4669,1
5977,0
1683,0
10628,1
5071,1
10798,1
9246,1
5730,1
7664,0
3751,0
5354,0
10019,1
5272,0
10301,1
1437,0
8033,0
7316,1
4931,1
9150,0
8837,1
9363,1
369,0
11315,0
5398,1
7562,0
4521,1
5078,0
3612,0
785,0
788,0
8228,1
8482,1
11013,1
4208,0
9665,1
8145,1
1807,1
953,1
10005,0
4200,1
5091,1
7866,0
6725,0
1258,1
11065,1
1220,1
6351,0
9799,0
6348,1
1956,1
10546,1
1548,1
7965,0
8275,1
3904,0
4242,0
1053,0
8902,0
11100,1
5991,1
10536,0
1343,1
8852,1
10979,0
325,1
4382,1
4124,0
2469,0
7124,1
2547,0
3888,0
3760,0
10275,0
11390,0
5841,0
2033,0
2066,1
5688,1
2671,0
6404,0
8110,0
2857,0
4330,0
4553,0
1605,0
11055,0
4239,1
8143,0
6051,1
603,1
791,0
7880,1
4711,1
5575,1
7700,1
7961,1
7003,1
9066,0
6374,1
1345,1
1787,1
93,0
9781,0
10913,0
3684,1
10725,1
7424,1
1306,0
4514,1
1538,0
9306,1
4582,1
44,1
9117,1
10013,0
1613,1
9283,0
4836,0
2635,1
1241,1
9375,1
8299,0
521,1
6723,0
4002,0
10202,0
6763,1
1465,1
8649,0
2329,1
9797,1
8866,0
8648,1
3056,1
1676,1
1772,1
5338,1
9913,0
1118,1
6246,1
2134,0
6419,0
1951,0
2544,1
960,1
10544,1
5088,1
8884,1
10840,1
7301,0
4066,1
4433,0
6516,0
8418,0
6960,0
8485,1
3225,1
2310,0
3298,0
4357,0
2325,1
3160,1
6265,1
7116,1
1535,0
8957,1
5115,0
1221,1
9511,1
938,0
1505,0
11307,1
1530,0
5447,1
10642,0
3047,0
3461,1
6069,0
6693,0
9966,0
2117,0
8621,0
3846,0
4781,1
6098,1
1251,0
10611,1
6293,1
10334,1
563,0
2124,1
8981,0
261,1
5867,0
1093,1
6125,0
5402,0
9473,1
5759,1
4281,0
2026,0
7614,0
1565,0
1188,0
9782,1
4808,0
8756,0
11352,0
6881,0
8718,1
10102,1
3777,1
1261,0
2110,1
1469,0
2411,1
4769,0
8978,0
10885,0
8645,1
147,1
8374,0
8159,1
779,1
5835,0
9800,0
1874,1
4022,0
822,0
7354,0
1477,0
498,0
1694,1
9425,1
9719,0
8698,0
3655,0
8793,1
8058,1
1690,1
3285,0
9204,0
6244,0
9693,1
11142,1
6722,1
3061,1
10053,1
10353,0
10900,1
4403,1
7466,1
8541,1
3925,0
636,1
2398,1
9898,1
4301,1
2609,0
2522,1
1551,0
1858,0
5466,0
5191,0
3450,1
6920,1
4235,0
6894,0
7608,1
8678,1
6277,0
2257,1
8583,1
7499,0
11105,0
6637,0
7157,1
1961,0
5070,1
11044,1
1436,1
4731,1
10032,1
6803,0
1587,0
8743,1
3473,1
7925,1
5891,0
5950,0
1202,0
2508,1
2425,0
6880,1
4334,1
270,0
7757,1
3440,1
1368,0
8178,0
3290,1
2291,1
6625,0
1906,1
6986,0
11332,1
997,0
9487,0
1131,0
1232,0
3577,0
2875,0
7987,0
6241,1
6808,0
9583,1
3969,1
6064,1
5334,1
9333,1
8510,0
2526,1
371,0
11395,1
7151,0
6859,0
3534,1
6378,1
8315,1
10331,1
10170,0
5095,1
7640,0
4827,1
10167,0
10588,0
1411,0
3850,0
10598,1
544,1
7972,0
11060,0
10412,0
10636,0
4009,1
9349,1
8300,0
10129,1
8720,1
7384,1
7191,0
1617,0
9390,0
4633,1
7360,0
5042,1
2668,0
253,1
3768,0
8542,0
655,1
8467,1
10448,0
9355,0
7823,0
8173,0
4581,1
7274,1
3486,1
10499,1
3778,1
5282,1
6449,1
6116,0
4000,1
4729,1
5168,1
3618,0
11251,1
5907,1
3784,0
3928,1
2302,1
1459,1
3710,1
5359,1
1304,1
1451,1
4744,0
7056,1
9400,1
8010,1
5277,0
7010,0
5606,0
6898,1
3228,0
8857,1
6515,0
2904,0
8892,0
7176,1
5195,1
4427,1
4098,0
6984,1
8754,0
2022,0
225,1
7297,0
2334,1
8670,0
9070,0
3824,0
4955,0
9573,1
990,1
6199,0
4941,1
9875,0
4543,0
2860,1
7982,0
10692,0
11213,0
4810,1
4752,1
8574,1
7212,0
1454,0
7704,1
10290,1
356,0
9835,1
3277,0
1396,1
3564,0
7881,0
7359,1
11020,1
6630,0
3683,0
3238,0
6958,1
69,1
6785,1
2897,0
375,1
10026,0
11270,1
4953,0
4248,0
8121,1
2451,1
1366,0
2709,0
10233,0
2556,0
1446,0
172,1
5767,1
10425,0
7760,1
5364,1
5856,1
2546,1
7364,0
3543,1
3329,0
9578,1
11426,0
9207,1
10999,1
9933,1
6298,0
78,1
1483,1
10608,1
1367,0
4374,1
8393,1
9496,1
10348,1
2233,0
424,1
470,1
3983,1
9914,1
7718,0
9882,1
879,1
10550,1
735,1
3012,1
8999,1
1995,0
1502,1
5996,1
2569,1
11195,1
193,0
2853,1
9413,0
2193,1
9773,0
1157,1
8139,0
3897,0
579,0
4129,1
8611,0
7502,0
198,1
645,0
6423,0
1602,0
490,1
3692,1
9699,1
2100,1
2601,0
2297,1
7599,0
4538,1
6114,0
6740,0
9609,1
9725,0
4988,0
11165,1
1604,1
4298,1
9371,0
10823,0
7205,1
5322,0
763,1
5108,0
6576,1
9465,0
8832,1
9247,1
9695,1
1848,0
10356,1
637,0
659,1
6618,0
1882,0
7062,1
10320,1
6493,1
11088,0
643,0
965,1
1364,0
694,0
2139,0
5075,1
5821,0
5027,1
10643,0
10192,0
9,1
8864,0
9796,1
8637,0
1444,0
6108,1
9235,0
2838,0
9433,1
9194,0
9644,1
6126,1
7653,1
8011,0
4802,1
2424,0
21,1
2766,0
10406,1
5068,0
9922,1
1041,0
1077,1
1878,1
7148,1
7130,1
4210,0
9622,1
10033,1
6538,0
8360,1
1785,0
5393,1
844,1
3620,1
324,1
11089,1
9718,1
3992,0
8840,1
6888,0
6097,0
2405,1
4804,0
11343,0
494,1
9202,1
3299,0
9216,0
10594,0
6835,0
3606,1
5156,1
6099,0
9771,1
7107,0
8547,1
7679,0
8777,1
3115,1
11287,1
6262,0
2830,1
9919,1
6849,1
8125,0
2679,1
10382,0
5144,1
1687,0
508,0
10541,1
2413,0
4425,0
7418,0
10291,1
8785,0
5121,1
4156,1
3895,0
11126,0
8719,1
376,1
2534,1
160,0
5265,0
9836,0
298,1
7454,0
3774,0
257,0
9862,1
9316,0
10397,1
7472,1
6981,1
1138,1
11150,1
8614,0
562,0
5185,1
3026,1
9711,0
4902,1
5764,0
3393,1
1571,1
1171,0
4770,0
1233,0
7680,1
2135,1
9296,1
4429,1
10992,0
3526,1
1829,0
5533,1
8666,1
3148,1
700,0
5553,0
9395,0
2603,1
11181,0
7798,0
1668,0
2095,0
9186,0
9027,0
5892,0
7830,0
2138,0
2502,0
2974,0
7110,0
8348,1
9426,1
4535,1
9062,1
1394,1
1055,0
1747,1
565,1
4673,0
7682,1
4336,0
4872,1
2878,1
9941,0
4440,0
806,1
6289,0
7166,0
2509,1
10429,0
6738,0
9444,1
5497,1
842,0
6642,1
1779,0
5836,0
8552,1
3880,0
5239,0
4116,1
3862,1
10343,1
1245,0
4077,0
7775,1
1990,0
4560,0
2631,0
4488,0
4680,1
10426,0
2446,0
6661,0
7594,1
10741,1
10535,1
10983,0
9206,1
10212,0
2565,1
1926,1
6004,1
7756,1
453,1
9589,0
8132,0
8918,0
6489,1
2295,1
10600,1
7177,1
2002,0
5986,0
4691,0
11363,0
1337,0
9911,0
2791,1
1,0
8974,1
3731,1
7500,0
3598,0
7326,0
7476,0
11423,0
308,0
11358,0
3265,1
6096,0
2558,1
9710,1
10183,0
8074,1
1608,0
8849,1
8854,0
9768,0
4695,0
3930,1
8635,1
9268,1
6531,0
703,0
3378,0
8903,0
5481,1
6213,1
1777,1
1810,0
2052,1
10181,0
4688,0
826,0
4005,1
3840,1
10861,0
4029,1
621,0
8983,1
5753,1
3539,1
3404,1
1265,0
3648,1
4616,0
5752,1
863,0
3636,0
10467,0
3231,1
10111,0
5729,0
3368,1
7211,1
9671,0
4309,0
11103,0
9452,0
8879,1
2181,1
7119,0
6179,1
6742,1
10995,1
3,1
11312,0
9871,1
1510,1
3419,0
9382,0
7410,0
5975,0
1149,0
5826,1
9965,0
6211,0
5117,0
2126,0
8948,1
4681,1
58,0
7060,0
8973,0
7008,1
4503,0
6333,1
203,1
8251,0
4845,1
985,0
11252,0
1894,1
7529,1
5614,1
2319,0
9881,1
6732,1
6788,1
4229,1
1482,1
7764,1
8154,0
4539,1
10074,1
5151,0
868,0
8446,0
642,1
5045,1
10252,0
2877,1
10667,1
5112,0
8479,0
10618,1
7854,1
6954,1
10730,1
7657,1
4911,1
9534,1
3310,0
10264,1
4676,1
8318,1
5238,0
5692,1
10027,1
5251,1
616,0
6551,1
7147,0
6976,1
4526,0
3485,0
11305,0
9311,1
7146,0
7457,0
11128,1
9685,1
7089,0
233,1
11375,0
1254,1
2825,1
2478,0
4397,0
11067,0
1712,1
7971,0
5167,1
10408,1
2010,1
8183,1
8330,1
5355,1
10323,0
5941,1
6234,0
9143,1
3449,0
10419,0
5523,0
7645,0
3202,0
10208,0
4739,1
9318,0
7329,1
11335,0
1821,0
6329,1
3043,1
6914,1
6633,0
2210,0
5287,1
5997,0
8629,1
7303,0
2151,0
6746,1
10750,1
1670,1
5003,1
11347,0
2199,1
213,0
917,1
5119,0
5982,0
4662,1
9075,1
5332,1
9068,1
4101,0
10788,1
5310,0
7993,1
3153,0
1737,1
6435,1
18,0
2630,1
7913,0
4974,1
3116,1
4813,1
2465,1
9811,0
189,1
5380,0
9336,1
2577,0
1109,1
8731,1
7684,1
10506,1
2017,1
2578,0
1083,0
10537,0
7839,1
9072,0
10694,0
5657,0
5535,1
901,1
9597,1
1354,1
9173,0
4954,1
5968,1
5552,1
11289,1
9182,1
7812,1
771,1
5865,0
9454,1
2914,1
7365,1
4844,1
7467,0
5847,1
9777,0
4026,0
9571,1
7986,1
9545,0
276,1
2212,1
3347,1
7005,0
6694,1
2987,0
1420,0
2250,1
10214,0
4018,0
5024,1
1778,1
4362,1
6897,1
346,0
589,1
359,1
7254,1
1025,1
9200,0
11114,0
882,0
6650,0
5837,0
5675,0
9120,1
1983,1
10391,0
6426,0
196,0
37,1
4390,0
1987,1
9493,1
8227,1
3550,1
1941,1
6640,0
2306,1
7256,1
937,0
4773,1
8184,1
5197,1
5262,1
6583,1
8442,0
3858,0
3483,0
7676,1
4201,0
10116,0
3266,0
120,0
6509,1
1279,0
9551,1
1887,1
1796,0
4924,1
2107,0
10006,1
2468,1
3095,1
1047,0
10396,0
8548,0
11361,1
5130,1
8942,0
11198,0
8200,0
10801,0
4861,0
6566,0
584,0
5519,0
671,1
6734,0
7952,0
10200,0
3385,0
6065,0
451,0
3586,0
8836,1
4253,0
8163,1
7032,0
425,0
204,1
839,1
9387,1
11006,1
7543,0
3633,0
1556,1
776,1
2382,0
5721,0
5983,1
5499,1
3343,1
9232,0
3574,0
1784,0
1045,0
83,1
10281,1
936,1
8189,1
4854,0
9317,1
883,0
4511,1
2021,1
8434,0
3371,1
7429,1
6444,0
6774,0
8732,0
864,1
8958,0
3616,0
8367,1
876,1
4131,1
10182,0
65,0
4842,1
2064,0
1195,1
9111,1
4653,1
7910,1
2443,1
8060,0
1936,0
4824,1
3292,0
5646,1
8943,0
1388,0
8181,0
5964,0
2636,0
10733,1
19,1
4268,0
10061,1
3663,1
3051,1
4634,1
3702,1
116,0
9706,0
2990,1
7564,1
316,0
7392,1
5771,1
8669,1
4434,1
8687,1
2093,0
3639,0
3386,1
10975,0
6460,0
9409,1
5943,1
6724,0
7503,1
783,0
6124,1
4438,0
7315,1
3993,1
11205,0
6517,0
3052,0
3453,1
6130,0
5407,1
6793,0
5818,0
4826,0
2967,1
1247,0
10373,0
6322,0
5812,1
7826,0
7959,1
8767,1
9596,0
3264,1
913,1
6706,1
8210,0
6071,1
4204,1
6522,0
169,0
5476,0
6773,0
1322,0
6275,1
7465,0
6273,1
5110,1
9909,1
2296,1
5616,0
2836,0
998,1
9831,1
9821,1
1660,0
2466,0
3571,0
1243,0
2177,1
3968,0
1706,0
9370,1
787,0
3499,0
1133,0
2584,1
10030,0
1652,0
3584,1
2611,0
2186,0
10227,1
2519,0
6523,1
4677,0
10276,1
4216,1
4856,1
2488,1
7437,1
8100,1
8329,0
9680,1
525,1
3443,0
3623,0
4787,0
6332,1
8594,0
1405,0
3538,1
2711,0
1736,0
4706,0
3073,0
1523,1
10029,0
4257,1
3326,1
2254,0
6252,1
1492,0
5389,0
7352,0
419,1
3729,0
669,1
2752,0
11111,0
3944,1
6305,1
5589,1
2646,0
7749,0
8935,1
11309,0
1026,1
11321,1
4343,0
9303,0
9121,1
5159,1
9457,1
10308,1
5868,1
6414,1
5313,0
6974,0
5005,1
10250,0
10159,1
9227,1
7526,1
1380,1
6425,0
9502,0
11234,0
817,1
10115,0
7644,0
7405,0
7995,0
556,1
1964,1
6355,0
933,1
6983,1
7541,0
935,0
7801,0
4420,1
1738,0
1165,0
9485,1
5414,1
4276,1
8198,0
4044,0
5006,1
1237,1
6530,1
11340,1
6430,1
567,0
2751,0
410,1
6674,0
661,0
4379,0
5204,1
6847,1
4918,0
9210,1
4686,1
4300,0
7779,1
9290,1
2081,1
3931,0
5132,0
10811,1
2823,1
10890,0
269,1
10781,1
8309,1
4815,0
8119,1
10508,1
7517,1
8791,0
7128,0
1839,1
9239,1
9459,1
5874,0
3972,1
7144,1
7067,0
10303,0
1511,1
2338,1
6733,0
8161,0
6626,0
2258,1
2085,0
4547,1
11220,0
10048,1
7025,1
3573,0
2641,0
6311,0
8769,0
11178,0
1294,0
2157,0
8256,1
3107,1
5644,1
2454,0
2589,1
6594,1
5962,0
5576,0
7794,1
6264,1
6214,0
10948,0
7044,1
3340,1
1227,0
9591,1
9759,0
8835,0
2549,0
5210,0
114,1
4409,1
241,0
20,1
11102,1
8413,0
4480,1
1319,1
4482,1
300,0
6918,0
9657,1
10925,0
4504,0
3756,0
2076,0
855,0
10210,1
9144,0
11264,1
10514,1
7430,1
5255,0
9605,1
4297,0
867,1
1373,0
1049,1
3717,1
6095,1
9819,1
327,0
6494,1
112,1
4779,0
587,1
8406,1
5220,1
4455,0
11428,1
6865,0
1358,0
832,0
2657,0
10687,0
7809,1
5854,1
7332,1
5375,1
9348,0
9153,0
10101,1
10800,0
3976,0
11249,0
3907,0
7356,1
5090,1
8354,1
10835,1
5713,1
9029,0
6472,0
303,0
3740,1
3144,1
9627,0
5175,1
6468,0
1544,0
9443,1
9231,0
2226,1
504,1
4008,1
5163,1
9298,0
740,0
3986,0
5196,1
9569,0
5094,1
199,1
6872,0
3293,0
3165,1
8212,0
9312,1
5852,0
8752,1
10707,1
7835,1
1401,0
7785,1
5443,1
10127,1
9872,1
4656,0
2628,0
38,1
5451,1
8050,0
961,1
4970,0
2856,1
4163,0
7602,0
4280,1
2340,0
9996,1
6544,0
500,1
2773,0
354,1
2802,1
4068,1
8748,1
2988,0
2662,0
9445,1
3957,1
7872,0
3114,0
5392,1
5054,0
42,0
4030,1
2696,1
10485,0
11196,1
1271,1
4164,1
10185,0
4980,1
10479,0
11099,1
9410,1
288,1
8898,1
7069,1
10821,1
10786,1
4638,0
192,0
4443,0
9885,1
1408,0
5100,0
5863,1
1022,1
5035,0
3763,1
5641,0
8135,0
6151,1
9100,0
417,0
9709,0
10501,0
4501,1
8115,1
7278,1
3950,1
8405,0
3783,1
2243,1
4663,1
4997,0
3112,0
3807,0
9763,0
9790,0
6730,0
10241,0
150,1
6111,0
9490,0
815,0
2430,0
3000,0
9458,1
2613,0
7873,1
11360,0
2140,0
2260,1
1534,1
918,0
4754,1
282,0
6242,1
743,0
7196,0
10255,0
10717,0
11106,1
9041,0
1740,0
5147,1
11029,1
7719,0
7532,0
2221,1
5702,1
11175,0
5947,1
1831,1
5219,0
3680,1
5363,0
3124,0
1679,0
1881,1
469,1
6294,0
6571,0
5158,1
11304,0
3811,0
4172,0
3905,0
9345,1
3121,0
11027,1
10884,1
11297,0
598,0
11201,1
8155,0
7343,0
2723,0
4481,1
3730,1
6360,1
10591,0
7695,1
9817,0
5855,1
1136,0
6243,1
8488,0
3902,1
627,0
6623,1
10010,1
3391,1
10575,0
8193,0
3958,1
9250,0
101,0
7059,1
8504,0
2120,1
8366,0
4071,0
830,1
9369,1
10568,1
5845,1
3187,0
229,1
10335,1
1591,1
10633,0
2586,0
9432,1
1981,0
7304,1
5525,0
8527,1
2624,1
2979,1
8896,1
2387,0
7358,0
351,1
1791,0
8068,0
1786,1
5040,0
2553,0
3732,0
5746,1
5645,0
4498,0
6471,0
3542,0
8302,1
726,0
10879,0
5811,1
10084,1
5590,0
7906,0
9098,0
10790,1
6913,0
4935,1
3477,1
2200,1
10709,1
9564,0
5832,0
10963,1
1372,1
6900,1
264,0
9532,0
9125,0
5329,1
10582,0
1080,1
4879,0
4840,1
7411,1
3414,0
4814,1
11334,0
3464,0
6798,0
8458,1
4981,0
7811,0
11005,0
10509,0
8342,1
1566,1
3348,1
6927,1
7452,0
10641,1
3236,0
1332,1
8217,1
2725,0
1898,1
7323,0
3446,1
7904,0
4271,1
1129,1
5587,1
7195,0
3271,1
7408,1
6823,1
3211,0
6632,0
5965,0
7213,1
3168,1
6473,0
11387,0
8656,0
7901,0
9970,0
3387,0
6186,0
975,0
2626,0
1732,1
5872,0
1588,1
3581,0
2739,1
9321,0
1238,0
1684,1
3722,0
2598,0
6259,1
22,0
135,1
9218,1
1903,1
4792,0
8176,1
5462,0
5738,1
5485,0
11125,0
4643,1
9449,1
4086,0
8237,1
10052,1
4533,1
5448,1
1199,0
5936,0
11037,1
5353,0
9568,0
3261,1
3146,1
915,1
1493,1
1007,0
8466,0
9942,1
11092,0
748,1
10041,0
772,0
4579,1
4648,0
3237,1
7088,1
6553,0
10653,1
9249,0
5059,1
8268,1
10389,0
6380,1
7846,0
10073,0
5981,0
4748,1
2922,0
660,1
2354,0
9110,1
10579,1
5350,0
9378,0
10436,0
9286,1
4668,0
7896,1
11059,1
9028,1
1937,1
3494,1
8098,0
10086,0
9419,1
858,1
3518,1
6656,0
487,1
6783,0
6908,1
3481,0
7805,1
9351,0
10452,0
2328,0
2946,0
1471,0
8912,0
4642,0
7085,0
8671,0
7120,1
306,0
4140,0
523,1
3077,0
7290,0
5403,0
10678,1
8905,0
4591,1
7606,0
173,1
4528,1
7248,0
3548,0
6172,0
2845,0
3370,0
7469,0
7198,0
5554,0
392,0
2402,0
8013,0
10632,0
6575,1
10966,0
3507,1
10703,1
2474,1
7439,1
3281,1
9126,0
7371,0
2654,1
4014,1
8665,0
930,0
6490,1
7711,1
8481,0
9748,1
7862,0
374,0
2808,0
1144,1
4725,0
980,0
9506,0
4209,0
2841,1
10739,0
6751,0
2647,0
10128,1
8772,1
5502,0
3240,1
8225,0
222,1
4718,0
3296,0
8618,1
3425,0
3389,1
337,0
9833,0
2683,1
3227,1
9865,0
6496,1
10564,0
8066,1
5057,1
10567,1
3466,0
9305,1
8439,0
835,0
1833,0
11329,1
11401,1
7515,1
1391,1
7094,1
4432,0
9208,0
8961,0
6356,0
2753,0
10294,1
1623,0
8587,1
11151,0
7622,0
1066,1
148,0
426,1
3354,1
1043,0
9154,1
699,1
1725,0
10237,0
4238,0
5539,0
647,0
7524,1
8020,0
9012,0
7281,0
3365,1
2660,1
6395,0
1067,1
3418,1
5773,1
6979,0
5878,1
6537,0
10423,1
3197,1
9997,1
7951,0
4243,0
4218,0
5813,0
4628,0
3607,0
7065,1
5797,1
9254,0
7497,0
11124,1
3605,1
2437,1
3457,1
4246,0
2103,0
10064,1
2185,0
6764,0
7057,0
9505,0
4825,0
4059,0
9572,0
11023,1
5804,0
5366,1
8192,1
10055,0
2263,0
849,1
10530,1
7975,1
7633,1
2901,1
10012,1
8045,1
2115,0
6447,1
3445,0
1167,1
2374,1
2505,1
10815,1
10036,0
845,1
8929,0
2625,0
1619,1
10818,1
11093,0
755,0
6250,1
10333,0
5919,0
9438,1
2920,0
10981,0
33,0
6864,1
5384,0
319,0
7707,0
7175,1
3478,0
4992,0
6595,1
9180,1
6028,1
10106,1
2075,0
8964,1
10699,1
5004,0
3646,0
904,1
8883,1
6220,0
5735,0
8904,1
7649,1
7170,0
492,1
2796,0
7325,1
2627,0
6955,1
3737,1
6781,1
10238,1
1130,1
6911,1
9514,0
2220,0
7053,0
9531,1
5241,0
6134,1
9388,1
9344,1
714,0
8745,0
3198,0
10949,1
9508,1
9582,0
8043,1
7963,0
10179,0
3820,1
8827,0
5954,0
2216,0
5093,0
8230,0
10941,0
250,1
9971,0
4062,0
6737,0
2144,0
10929,0
6301,1
7898,1
1164,0
10915,0
4011,1
9724,1
2298,1
2189,0
94,1
8291,0
9499,0
6610,1
10548,0
7345,1
5667,0
10260,1
10107,0
7473,0
6115,0
9453,1
54,0
2214,1
10225,1
1853,1
8323,0
2614,0
5896,1
360,1
8025,1
3842,0
10121,1
742,1
2180,0
10142,0
866,1
9808,0
10095,0
8847,1
816,0
2775,1
208,0
1802,1
10184,1
8427,0
5933,0
8863,1
183,0
3967,0
9045,0
3567,1
1484,1
5149,0
3344,0
2114,1
9404,1
5740,1
3295,0
10614,1
7776,0
2480,0
981,0
1888,0
4385,0
4765,1
3647,1
8517,1
9455,1
7666,1
4081,1
6703,0
9823,1
4338,1
9176,1
626,0
1792,0
3305,1
6122,1
3169,0
7736,1
3575,0
1624,1
3866,0
1966,0
5295,1
9076,0
5063,0
8248,0
1704,1
3284,0
7287,1
2570,1
7590,0
4112,0
440,1
8605,0
10978,1
6367,1
2651,1
11357,1
9824,1
2909,1
3998,1
4601,0
8489,1
9434,0
2282,1
11212,0
5512,1
3304,1
3041,0
11021,0
3429,1
10418,1
3721,0
221,0
5848,1
8426,1
6192,0
1601,1
10923,0
5253,0
6248,0
2541,1
1514,1
1106,1
1773,0
125,0
6466,1
10711,1
5076,0
5416,0
2858,0
1979,1
9354,1
7855,1
10286,0
986,0
236,1
14,1
697,0
3004,0
2529,1
3795,1
8860,1
2533,1
7715,1
9958,1
427,0
3769,1
4042,1
4494,1
428,0
10213,1
1782,0
1656,0
9912,1
964,0
1615,1
9430,0
6832,1
7022,0
6969,0
7782,1
10113,0
9034,0
9294,1
5582,1
2327,0
8221,1
1643,1
8220,1
6140,0
4034,0
1012,0
10018,1
8064,1
10675,0
6486,1
6284,1
7691,1
6382,1
3079,1
698,1
3342,1
6987,1
9762,1
289,0
2809,1
5331,0
6830,0
5453,0
301,1
11057,1
9813,1
4704,0
7216,1
9855,1
2471,1
4184,0
8924,0
9843,1
11133,0
7271,1
6282,1
2455,1
5927,0
10322,0
8751,0
10958,1
2986,1
4664,0
2048,1
4583,0
8460,0
2612,1
9812,1
4035,1
7171,1
10311,0
6836,0
6691,0
6937,1
4392,1
5365,1
11228,1
7639,0
4085,0
1402,0
5768,0
2831,0
7312,0
7383,1
797,1
5780,1
8357,0
9022,0
4772,0
3727,1
721,1
7671,0
3624,1
677,0
7388,1
10565,0
1860,1
3941,1
10571,0
1856,0
2068,0
3470,0
11317,0
7857,1
8141,1
3076,0
1287,1
5916,1
11034,0
10651,1
5959,1
1776,0
7976,1
6539,0
6401,0
5976,1
10359,0
166,1
4821,1
10888,1
2485,0
9342,0
4598,0
3723,0
555,1
3589,1
5613,0
5029,0
8394,0
6470,0
6074,0
634,1
4849,0
9292,0
1071,0
11279,0
3694,1
3046,0
5725,1
510,0
8741,1
2031,1
292,1
4381,1
1392,1
4285,1
8492,0
7209,1
2195,0
484,0
6109,0
9273,1
4241,1
5208,1
100,1
9416,1
5399,0
3184,1
4054,0
9077,1
10313,0
11188,1
10666,0
5871,0
3439,1
8355,0
11299,0
9276,0
2580,1
7772,1
5017,1
7045,0
5420,1
6327,1
4189,1
8005,1
7226,0
2866,1
4161,0
7073,1
273,1
6035,0
657,0
1678,0
5676,1
6147,1
8165,0
8065,1
9723,0
5306,0
6233,0
328,0
211,1
6286,1
7569,0
4742,1
4346,0
7393,1
6045,0
3796,0
1042,1
7652,0
3873,0
119,0
2094,0
6668,1
4800,0
4148,0
6090,1
892,1
4146,1
4041,0
7015,1
9844,0
5731,1
1355,1
5770,0
4862,0
9810,0
8631,0
4608,0
5305,0
40,0
6482,1
11177,0
3224,1
1767,1
2515,0
6206,0
9450,1
1920,0
4700,1
10538,0
1223,1
5901,1
6899,0
6875,0
5515,1
4860,1
4032,1
4283,1
7380,0
9051,1
434,1
2375,0
10987,1
5349,1
6113,1
3724,0
8322,0
7841,0
7583,1
7681,0
948,0
7884,1
6117,1
11211,1
344,1
5086,0
254,1
7169,1
4466,1
4078,0
9255,0
7058,0
9952,1
11046,0
10515,1
11326,1
6903,1
9868,1
3072,0
3215,1
4989,1
5521,1
6657,1
483,0
4696,1
8208,1
4431,1
9893,0
11245,1
11290,0
1700,1
11085,1
662,0
6160,0
4111,1
11160,1
7208,1
5664,1
1835,1
10349,1
2386,0
4097,0
10580,0
6156,1
8464,1
10732,1
2957,0
4327,1
3945,1
7578,0
9185,1
6384,0
1756,1
3033,1
5396,1
5930,1
4759,1
9178,1
2217,1
4565,0
2572,0
3416,0
10837,1
11136,0
8021,0
6753,1
4398,0
9510,1
3176,1
9603,1
5799,0
5880,0
6863,1
2381,1
580,1
2498,0
7832,1
3195,0
10139,0
5504,1
8332,0
1002,0
10403,0
8158,1
9840,0
1506,1
2801,1
10684,0
7636,0
395,1
9918,1
9758,0
5289,0
1788,1
10063,0
1636,1
3509,0
10161,1
9484,0
468,0
10560,0
10712,0
10442,1
11242,0
476,1
10563,0
2238,1
6695,1
10223,0
5056,1
3091,1
9188,0
9535,0
8985,0
9809,0
3409,1
7372,0
6443,1
8320,1
7513,1
6731,1
6046,1
5373,0
8885,0
6328,1
6666,1
3193,1
941,0
7363,0
3505,1
7112,1
10668,0
8022,1
869,0
4822,0
8590,0
2324,1
6749,1
1516,0
9036,0
795,1
7280,1
2499,1
1769,0
491,0
6173,1
8831,0
5271,0
3488,1
10097,1
178,1
10630,0
8783,0
8619,1
9155,0
9512,1
6165,0
5087,0
48,1
5578,0
8399,1
8421,0
11045,0
1781,1
8286,1
3490,1
6549,1
1817,1
10451,0
3529,1
5580,1
