,ip,nb_www,phish_hints,nb_hyperlinks,domain_in_title,domain_age,google_index,page_rank,digit_ratio_url,digit_ratio_hostname
5853,0,1,0,18,1,1724,0,0,0.0,0.0
6249,0,1,0,149,1,8434,0,6,0.0,0.0
810,0,1,0,125,1,-1,1,5,0.0,0.0
9559,0,1,0,62,0,3088,0,2,0.0,0.0
7859,0,0,0,26,1,7282,0,3,0.0,0.0
2378,0,0,4,46,1,2195,1,0,0.05263157894736842,0.05263157894736842
3249,0,0,0,3,1,11,1,0,0.09375,0.09375
10342,0,0,0,7,1,2613,1,2,0.13559322033898305,0.13559322033898305
9652,0,1,0,45,1,3579,0,2,0.0,0.0
3058,1,1,3,124,1,254,1,0,0.28205128205128205,0.28205128205128205
1307,0,0,0,184,1,-1,1,0,0.0,0.0
9554,1,0,0,4,1,-1,0,0,0.21153846153846154,0.21153846153846154
7929,1,0,0,29,1,1113,1,0,0.34615384615384615,0.34615384615384615
6085,0,0,0,0,1,2046,0,2,0.0,0.0
1150,0,0,0,0,1,-1,0,4,0.0,0.0
5351,0,1,0,38,1,2295,0,3,0.0,0.0
6593,1,0,0,18,1,5626,1,5,0.3469387755102041,0.3469387755102041
4341,0,0,0,14,1,7295,1,5,0.0,0.0
10932,0,0,0,56,1,2098,1,2,0.044444444444444446,0.044444444444444446
8396,0,0,0,4,1,4803,1,1,0.0,0.0
8834,0,1,0,62,1,258,0,0,0.0,0.0
5661,0,1,2,20,1,-1,1,0,0.0,0.0
7179,1,0,0,31,0,1016,1,2,0.32857142857142857,0.32857142857142857
2911,0,1,0,539,0,2539,0,4,0.0,0.0
1142,0,1,0,82,0,1369,0,2,0.0,0.0
372,1,0,0,11,1,8018,1,4,0.2645739910313901,0.2645739910313901
639,0,1,0,27,0,6149,0,3,0.0,0.0
9837,0,0,0,73,1,8272,0,5,0.0,0.0
1263,0,1,0,123,1,-1,0,4,0.0,0.0
8729,0,1,3,0,1,6323,0,5,0.12359550561797752,0.12359550561797752
10083,0,0,0,10,1,146,0,0,0.027777777777777776,0.027777777777777776
6878,0,1,0,429,1,3624,0,3,0.0,0.0
8989,1,1,1,1,1,2414,1,1,0.2109375,0.2109375
2552,0,1,0,0,1,2808,0,1,0.0,0.0
9896,0,0,0,279,1,6466,0,3,0.0,0.0
10118,0,0,1,16,1,6349,0,3,0.0,0.0
1967,0,1,0,108,0,4632,0,3,0.0,0.0
6304,1,0,0,0,1,2120,1,0,0.5454545454545454,0.5454545454545454
124,0,0,0,4,1,184,1,0,0.2571428571428571,0.2571428571428571
5757,0,1,0,0,0,727,0,4,0.0,0.0
7442,0,0,0,1556,0,7133,0,7,0.0,0.0
9741,0,0,2,29,1,8348,0,10,0.0,0.0
123,1,0,0,14,1,-1,1,0,0.5208333333333334,0.5208333333333334
7113,0,1,0,2,1,2292,0,4,0.07792207792207792,0.07792207792207792
5970,0,0,0,83,1,5613,1,5,0.0,0.0
1825,1,1,4,25,1,918,1,0,0.5704697986577181,0.5704697986577181
6163,1,1,0,0,1,535,1,1,0.42105263157894735,0.42105263157894735
4130,0,0,0,39,1,5232,0,7,0.045454545454545456,0.045454545454545456
10305,0,1,0,0,1,284,1,0,0.0,0.0
5311,0,1,0,55,0,7737,0,5,0.11764705882352941,0.11764705882352941
6909,1,1,0,0,1,5850,1,0,0.4864864864864865,0.4864864864864865
3282,0,0,0,14,1,7295,1,5,0.0,0.0
5169,0,1,3,4,0,569,1,0,0.0,0.0
1082,0,0,0,11,1,2634,1,2,0.0,0.0
11346,0,0,0,23,1,804,1,2,0.10810810810810811,0.10810810810810811
284,0,0,0,14,1,4924,0,1,0.0,0.0
6690,0,1,0,323,0,5378,1,2,0.07017543859649122,0.07017543859649122
6337,1,0,0,0,1,3509,0,2,0.4659090909090909,0.4659090909090909
4615,1,1,0,38,1,6396,1,1,0.45,0.45
6685,0,1,0,2,0,-1,1,5,0.022727272727272728,0.022727272727272728
9587,0,0,0,5,0,5160,0,8,0.0,0.0
1748,0,0,0,32,1,4898,0,3,0.0,0.0
4788,0,1,0,39,1,5640,1,10,0.07692307692307693,0.07692307692307693
9399,0,1,0,280,0,-1,0,5,0.0,0.0
7291,0,1,0,183,0,5886,0,6,0.025,0.025
7064,0,1,0,78,1,8843,0,3,0.0,0.0
1750,0,1,0,30,0,-1,0,7,0.0,0.0
9705,0,1,0,13,1,4641,0,6,0.0,0.0
6469,0,1,0,19,1,5078,0,4,0.0,0.0
10502,0,0,0,156,1,7298,0,5,0.0,0.0
2344,0,0,2,3,1,330,1,0,0.0,0.0
2759,0,0,1,10,0,8348,1,10,0.06493506493506493,0.06493506493506493
1770,1,1,1,5,1,4873,1,2,0.4645161290322581,0.4645161290322581
2456,0,1,0,30,1,3198,0,4,0.0,0.0
5099,0,0,0,6,0,3152,1,7,0.05555555555555555,0.05555555555555555
7331,0,0,0,14,1,7295,1,5,0.13333333333333333,0.13333333333333333
1096,0,1,0,293,1,5887,0,4,0.0,0.0
330,0,1,0,138,0,4893,0,4,0.0,0.0
8826,0,0,0,33,1,7296,1,5,0.125,0.125
8295,0,1,0,1,1,4283,1,1,0.06896551724137931,0.06896551724137931
6339,0,1,0,0,1,187,1,0,0.08888888888888889,0.08888888888888889
6292,1,0,0,10,1,62,1,0,0.4090909090909091,0.4090909090909091
7926,1,1,3,10,0,531,1,0,0.21621621621621623,0.21621621621621623
3199,1,0,1,17,1,-1,1,0,0.4454828660436137,0.4454828660436137
9946,0,0,0,6,0,-1,1,6,0.0,0.0
1827,0,0,0,20,1,5706,0,4,0.0,0.0
227,0,0,0,8,1,7,0,0,0.0,0.0
5304,0,0,0,3,1,724,1,1,0.18181818181818182,0.18181818181818182
5419,0,1,0,106,1,-1,0,4,0.0,0.0
5824,0,0,0,27,1,7,1,0,0.0,0.0
3762,0,1,2,8,1,3726,1,4,0.0,0.0
10685,0,0,0,39,1,3751,0,2,0.0,0.0
8053,0,0,0,21,1,5616,1,5,0.022727272727272728,0.022727272727272728
2854,0,0,0,13,1,3815,1,2,0.09523809523809523,0.09523809523809523
10017,0,0,0,26,1,8019,1,4,0.08928571428571429,0.08928571428571429
5173,0,1,0,132,0,9205,0,6,0.0,0.0
6756,0,0,0,128,0,5948,1,6,0.046511627906976744,0.046511627906976744
10704,0,1,0,3,1,7812,1,0,0.0,0.0
10490,0,0,0,0,1,3768,1,3,0.0,0.0
5990,0,0,0,21,1,7297,0,5,0.0,0.0
2197,0,0,0,397,1,-1,0,4,0.0379746835443038,0.0379746835443038
8773,0,1,0,43,1,12560,0,6,0.022727272727272728,0.022727272727272728
1962,0,0,0,228,1,-2,1,2,0.16666666666666666,0.16666666666666666
6675,0,1,0,144,1,-1,0,0,0.0,0.0
9822,1,0,0,51,1,3993,1,0,0.2459016393442623,0.2459016393442623
8599,0,0,0,18,1,-1,1,0,0.0,0.0
1315,0,1,3,0,1,3630,1,0,0.05,0.05
8457,0,0,0,81,1,7298,0,5,0.0,0.0
1852,0,0,1,22,1,5627,1,5,0.06521739130434782,0.06521739130434782
7105,0,1,0,3,1,1272,0,0,0.04878048780487805,0.04878048780487805
2652,0,0,0,26,1,8019,1,4,0.06666666666666667,0.06666666666666667
7164,0,1,0,63,1,7724,0,3,0.0,0.0
1385,0,1,0,1,1,5760,0,4,0.0,0.0
8550,0,1,0,43,1,6123,0,1,0.0,0.0
5290,0,0,0,75,1,7296,0,5,0.0,0.0
916,0,0,0,445,1,7133,0,7,0.0,0.0
6445,0,1,3,4,1,2074,1,2,0.047619047619047616,0.047619047619047616
5275,0,0,3,7,1,1629,1,0,0.07017543859649122,0.07017543859649122
7307,0,0,0,60,1,479,0,1,0.0,0.0
3503,0,1,0,180,0,3821,0,2,0.0,0.0
6411,0,0,0,92,1,227,1,0,0.13793103448275862,0.13793103448275862
9581,0,0,0,15,1,2172,1,4,0.0,0.0
2184,0,0,0,14,1,7295,1,5,0.0,0.0
152,0,0,0,0,0,1028,1,0,0.0,0.0
7624,0,0,0,0,1,2520,1,7,0.06818181818181818,0.06818181818181818
1822,0,1,1,1,1,7452,1,1,0.0,0.0
9630,0,0,0,0,1,5613,1,5,0.07407407407407407,0.07407407407407407
10698,1,0,0,51,1,3993,1,0,0.10144927536231885,0.10144927536231885
9451,0,0,0,253,1,6256,0,6,0.0,0.0
7492,0,0,0,0,1,2629,1,0,0.0,0.0
8919,1,0,0,4,1,6741,1,2,1.024390243902439,1.024390243902439
843,0,0,0,47,1,-1,1,0,0.078125,0.078125
4325,0,1,0,13,1,-1,1,0,0.09375,0.09375
4264,0,0,0,192,1,7119,1,4,0.13186813186813187,0.13186813186813187
5951,0,1,0,66,0,8833,0,6,0.0,0.0
4850,0,0,1,103,1,7189,1,2,0.0,0.0
4192,1,1,3,88,1,2047,1,0,0.22988505747126436,0.22988505747126436
3719,0,1,0,148,0,8516,0,10,0.0,0.0
4572,0,0,0,152,1,7297,0,5,0.0,0.0
3357,0,1,0,417,0,6317,0,6,0.07936507936507936,0.07936507936507936
7114,0,0,0,1,1,7083,1,3,0.0,0.0
465,1,0,0,34,1,-1,0,0,1.0,1.0
9124,0,0,0,0,1,6198,1,1,0.031578947368421054,0.031578947368421054
274,1,0,1,1,1,-1,1,0,0.4,0.4
10623,0,0,0,0,1,3153,1,3,0.11764705882352941,0.11764705882352941
3512,0,0,0,155,0,9638,1,7,0.022222222222222223,0.022222222222222223
9331,0,1,0,206,0,5384,0,5,0.08333333333333333,0.08333333333333333
6059,0,1,0,42,1,-1,1,3,0.0,0.0
2187,0,1,0,1,1,5074,0,4,0.0,0.0
4751,0,1,0,0,1,6630,1,0,0.0,0.0
2460,1,0,0,21,1,209,1,0,0.5454545454545454,0.5454545454545454
2176,0,0,0,7,1,8018,1,4,0.03759398496240601,0.03759398496240601
10138,0,1,0,9,1,1358,0,1,0.0,0.0
4819,0,0,0,116,0,6606,1,5,0.0,0.0
2016,0,0,1,25,1,8346,1,10,0.10784313725490197,0.10784313725490197
704,0,1,0,12,0,6465,0,5,0.0,0.0
11189,0,1,0,55,0,2391,0,6,0.0,0.0
4661,0,0,0,50,1,1575,1,0,0.0,0.0
5339,0,1,0,101,1,1036,0,0,0.0,0.0
4873,0,1,0,145,1,-1,0,1,0.0,0.0
1976,0,0,0,14,1,7295,1,5,0.029411764705882353,0.029411764705882353
7918,0,0,1,7,1,3927,0,0,0.027777777777777776,0.027777777777777776
9401,0,1,0,70,1,6928,1,4,0.0,0.0
7477,0,1,0,30,1,-1,0,4,0.0,0.0
6711,0,1,0,155,0,8710,0,5,0.0,0.0
7627,0,0,1,32,1,1546,1,2,0.11688311688311688,0.11688311688311688
4064,0,1,0,243,1,5749,0,5,0.0,0.0
2934,0,1,0,37,1,-1,0,4,0.0,0.0
6771,1,0,0,57,1,3277,1,2,0.21428571428571427,0.21428571428571427
5317,0,1,0,162,1,8578,0,5,0.06451612903225806,0.06451612903225806
2304,0,0,3,11,1,7378,1,2,0.0,0.0
8111,0,0,0,27,1,5,1,0,0.0,0.0
1461,0,1,0,18,1,7529,0,5,0.0,0.0
7227,0,1,0,64,1,8019,1,3,0.0,0.0
3448,0,1,0,67,0,8831,1,6,0.0,0.0
5235,0,1,0,43,1,4664,1,3,0.0,0.0
8535,0,0,0,75,1,5043,0,3,0.0,0.0
5211,0,1,1,4,1,4088,1,3,0.11764705882352941,0.11764705882352941
85,0,1,0,148,1,8442,0,5,0.0625,0.0625
2299,0,0,0,207,0,7133,0,7,0.0,0.0
2288,0,1,0,257,1,3872,0,3,0.0,0.0
7123,0,0,1,10,0,8348,0,10,0.07894736842105263,0.07894736842105263
766,1,0,0,30,1,5767,1,2,0.2833333333333333,0.2833333333333333
400,0,1,0,139,0,7380,0,6,0.0603448275862069,0.0603448275862069
10969,0,0,6,120,1,1589,1,0,0.040983606557377046,0.040983606557377046
8428,1,0,0,21,1,5616,1,5,0.20408163265306123,0.20408163265306123
6190,0,1,2,0,1,2335,1,2,0.0,0.0
9291,0,1,0,149,0,6087,0,9,0.0,0.0
2923,0,1,0,81,0,3814,0,5,0.07462686567164178,0.07462686567164178
6844,0,0,0,9,1,7764,0,5,0.07317073170731707,0.07317073170731707
7747,0,0,0,0,1,4250,1,1,0.0,0.0
9930,0,0,0,167,1,7297,0,5,0.0,0.0
4303,0,0,0,124,0,7276,0,4,0.0,0.0
3764,0,1,0,16,0,3083,1,0,0.0,0.0
1905,0,1,0,114,1,7909,0,6,0.12,0.12
10307,0,0,0,6,1,4212,1,0,0.0,0.0
6807,0,1,0,0,1,12377,0,5,0.0,0.0
9170,1,0,0,0,1,9339,0,5,0.2857142857142857,0.2857142857142857
3524,0,0,0,150,0,-1,1,2,0.0,0.0
908,0,0,1,1,1,5745,1,0,0.0,0.0
3541,0,1,0,377,0,11021,1,6,0.0,0.0
5895,0,1,0,83,0,7914,0,6,0.0,0.0
2171,0,0,0,1323,0,7133,0,7,0.0,0.0
7546,1,0,1,51,1,1086,1,0,0.672566371681416,0.672566371681416
8476,0,1,0,80,0,5176,1,3,0.0,0.0
3559,0,1,0,56,1,7336,0,5,0.0,0.0
11038,1,0,0,51,1,3993,1,0,0.20388349514563106,0.20388349514563106
9463,0,1,0,23,1,3494,0,3,0.0,0.0
4383,0,0,0,7,1,-1,1,0,0.10869565217391304,0.10869565217391304
9659,0,1,0,66,0,8829,0,6,0.0,0.0
7012,0,0,0,20,1,3829,1,0,0.0,0.0
2567,0,0,0,59,1,7297,0,5,0.0,0.0
943,0,0,0,0,1,-1,1,1,0.0,0.0
4536,0,1,2,3,1,331,1,0,0.0,0.0
9015,0,1,0,15,0,2044,1,2,0.0,0.0
8029,1,0,1,28,1,2204,1,1,0.4782608695652174,0.4782608695652174
10395,0,0,0,587,1,536,1,0,0.0,0.0
10808,0,0,0,1,1,-1,1,0,0.12121212121212122,0.12121212121212122
1701,0,0,0,45,1,-2,1,0,0.1875,0.1875
6400,0,0,0,184,1,8,1,0,0.0,0.0
382,0,0,0,0,1,2837,1,2,0.0,0.0
8086,0,0,0,131,1,2575,0,3,0.0,0.0
10605,0,1,0,0,1,49,1,0,0.0,0.0
9421,0,1,0,109,1,3571,0,3,0.0,0.0
8017,0,1,0,212,1,6259,0,6,0.0,0.0
9203,0,1,0,80,1,1850,0,5,0.0,0.0
10720,0,0,0,1,1,895,1,0,0.037037037037037035,0.037037037037037035
9189,0,1,0,66,0,8830,1,6,0.0,0.0
6181,0,1,0,129,0,8517,0,10,0.0,0.0
3252,0,0,0,65,1,10572,0,7,0.0,0.0
3810,0,0,0,37,0,-1,1,6,0.05,0.05
9230,0,1,0,102,0,5201,0,6,0.0,0.0
4574,0,0,0,21,1,5616,1,5,0.05,0.05
1958,0,0,0,22,1,1620,1,4,0.05357142857142857,0.05357142857142857
5898,1,1,0,0,1,-1,1,0,0.9254385964912281,0.9254385964912281
1741,0,1,0,122,0,-1,0,3,0.0,0.0
1296,0,1,0,127,1,9283,0,6,0.0,0.0
1351,0,1,0,30,1,889,0,2,0.0,0.0
10908,0,1,0,155,0,12124,1,7,0.0,0.0
11354,1,0,1,1,0,8346,0,10,0.07692307692307693,0.07692307692307693
3190,0,1,0,30,1,6923,0,5,0.10909090909090909,0.10909090909090909
5176,1,0,3,123,1,2048,1,0,0.23711340206185566,0.23711340206185566
1230,0,1,0,131,1,4628,0,5,0.027777777777777776,0.027777777777777776
10495,0,0,0,52,0,9123,1,7,0.0,0.0
8788,1,0,0,51,1,3992,1,0,0.24509803921568626,0.24509803921568626
5489,1,2,1,1,1,-1,1,0,0.1793103448275862,0.1793103448275862
799,1,0,0,8,1,1953,1,3,0.375,0.375
331,0,1,0,271,0,5886,0,6,0.0,0.0
2342,0,0,0,47,0,-1,0,4,0.0,0.0
8337,0,0,1,31,1,160,1,0,0.0,0.0
109,0,0,0,38,0,4823,1,4,0.0,0.0
8218,0,1,0,36,0,2853,0,4,0.0,0.0
11004,0,1,0,98,0,4141,0,4,0.0,0.0
6570,0,0,0,0,1,2886,1,0,0.0,0.0
8512,0,1,0,59,1,3864,0,4,0.0,0.0
4142,0,0,0,1,1,7086,1,3,0.02564102564102564,0.02564102564102564
11122,0,0,2,1,0,8348,0,10,0.017857142857142856,0.017857142857142856
3163,0,1,0,141,1,7986,0,5,0.0,0.0
5527,1,1,0,57,1,-1,0,1,0.20634920634920634,0.20634920634920634
9520,1,0,0,78,1,2192,1,0,0.2923076923076923,0.2923076923076923
4197,1,0,0,9,1,7765,0,5,0.03125,0.03125
4225,0,0,0,10,1,7765,1,2,0.0,0.0
10956,0,0,1,26,1,8019,1,4,0.03125,0.03125
6434,1,0,1,74,1,3698,1,4,0.375,0.375
7030,0,0,0,26,0,6683,0,5,0.03,0.03
10870,0,1,0,0,1,7110,1,3,0.018518518518518517,0.018518518518518517
205,0,0,0,58,1,2625,0,2,0.0,0.0
4369,0,1,0,145,0,7519,0,5,0.0,0.0
6433,1,0,0,21,1,5627,1,5,0.2682926829268293,0.2682926829268293
1404,0,1,0,52,0,2169,0,3,0.08695652173913043,0.08695652173913043
3353,0,1,1,409,1,4860,0,4,0.047619047619047616,0.047619047619047616
10228,0,0,0,4,1,6009,1,2,0.0,0.0
59,0,0,1,27,1,8348,1,10,0.08791208791208792,0.08791208791208792
1528,1,0,0,0,1,-1,1,0,0.23255813953488372,0.23255813953488372
9934,0,0,0,0,1,8546,0,5,0.0,0.0
2927,1,0,0,157,1,6597,0,7,0.18571428571428572,0.18571428571428572
2487,0,1,0,73,1,3146,0,6,0.0,0.0
8402,0,0,0,34,1,1629,1,1,0.02631578947368421,0.02631578947368421
9638,0,1,0,29,1,582,1,3,0.0,0.0
6719,0,1,0,17,1,3220,0,3,0.0,0.0
9566,0,1,0,747,1,6991,0,4,0.0,0.0
2432,0,1,1,16,1,-1,1,0,0.0,0.0
5658,0,0,0,14,1,5,1,0,0.0,0.0
10358,1,1,0,163,1,3556,1,1,0.453125,0.453125
8582,0,0,0,7,1,2157,0,0,0.0,0.0
2644,0,1,0,306,0,9189,0,5,0.0,0.0
9224,1,0,0,1,1,3489,1,0,0.4772727272727273,0.4772727272727273
4096,0,1,1,0,1,9619,1,6,0.0,0.0
4592,0,1,0,136,1,9024,1,5,0.0,0.0
1090,0,1,0,213,0,4744,0,4,0.0,0.0
7518,0,0,1,13,1,3672,1,0,0.038461538461538464,0.038461538461538464
2373,0,1,0,40,0,6260,0,3,0.0,0.0
11039,0,1,0,84,0,4622,0,4,0.0,0.0
9829,0,1,0,83,1,1986,0,3,0.0,0.0
1743,0,0,0,60,1,-1,1,0,0.0,0.0
9314,0,0,0,96,0,11555,0,7,0.08695652173913043,0.08695652173913043
6120,0,1,0,50,0,7421,0,3,0.0,0.0
4180,1,0,0,4,1,4003,1,0,0.1896551724137931,0.1896551724137931
10174,1,1,0,51,1,3993,1,0,0.13761467889908258,0.13761467889908258
5524,0,1,1,4,1,1807,1,0,0.0,0.0
1462,0,1,0,113,1,2984,0,2,0.0,0.0
2400,0,0,0,118,1,7298,0,5,0.0,0.0
9728,0,0,1,5,1,2660,1,4,0.2175925925925926,0.2175925925925926
10203,0,0,0,34,1,-1,1,0,0.07692307692307693,0.07692307692307693
409,0,1,0,377,0,7266,1,7,0.0,0.0
7440,0,1,0,170,1,-1,0,4,0.0,0.0
4350,0,1,0,107,0,6686,0,5,0.0,0.0
10805,0,0,0,0,1,1387,1,0,0.21739130434782608,0.21739130434782608
11003,0,1,0,29,1,3482,0,5,0.0,0.0
210,0,0,0,3,1,189,1,2,0.08571428571428572,0.08571428571428572
4500,0,1,0,75,0,4594,0,4,0.0,0.0
10988,0,1,0,159,1,8649,0,4,0.0,0.0
363,0,1,0,17,1,4748,1,4,0.0,0.0
11285,0,0,1,0,1,372,1,0,0.0,0.0
8486,0,1,0,4,1,13,1,0,0.0,0.0
5807,0,1,0,191,1,6218,0,6,0.1935483870967742,0.1935483870967742
5150,0,1,0,40,1,-1,0,1,0.0,0.0
8429,0,1,0,128,1,7791,0,4,0.0,0.0
10521,0,1,0,15,1,2169,1,4,0.0,0.0
7215,0,1,2,52,1,4520,1,0,0.09259259259259259,0.09259259259259259
2251,0,0,0,0,1,258,1,0,0.0,0.0
10795,0,0,1,1,1,5279,1,2,0.022727272727272728,0.022727272727272728
5749,1,0,0,37,1,1669,1,0,0.4318181818181818,0.4318181818181818
7083,0,1,1,42,1,-1,1,2,0.038834951456310676,0.038834951456310676
6267,0,1,0,37,0,5290,1,5,0.0,0.0
3872,0,0,0,33,1,82,1,0,0.0,0.0
1267,0,0,0,0,1,7039,1,2,0.0,0.0
9241,0,0,0,277,1,5444,1,2,0.08823529411764706,0.08823529411764706
1880,0,1,0,745,1,1445,0,2,0.0,0.0
9223,0,1,0,0,1,5047,0,5,0.0,0.0
7957,0,0,0,7,1,-1,1,2,0.0,0.0
1895,0,0,0,14,1,7295,1,5,0.03571428571428571,0.03571428571428571
8414,0,1,0,34,0,5075,1,6,0.0,0.0
9764,0,1,0,79,0,6739,0,6,0.0,0.0
1728,0,0,0,587,1,4391,1,0,0.0,0.0
6838,0,0,1,7,0,3015,1,4,0.047619047619047616,0.047619047619047616
9213,1,0,0,51,1,3993,1,0,0.12280701754385964,0.12280701754385964
8688,0,0,0,2,1,5279,0,0,0.0,0.0
1563,0,0,0,53,1,252,1,0,0.0,0.0
9973,0,1,0,48,1,1971,0,3,0.0,0.0
11241,1,1,3,88,1,2047,1,0,0.2441860465116279,0.2441860465116279
2538,0,1,0,122,0,7697,0,6,0.0,0.0
682,0,0,0,59,0,4680,0,1,0.0,0.0
1458,0,1,0,216,1,6260,0,6,0.0,0.0
2561,0,1,0,263,1,4210,0,6,0.0,0.0
4683,0,1,1,0,1,6188,1,3,0.0,0.0
8245,0,1,0,78,0,-1,0,2,0.0,0.0
4492,0,0,0,229,1,-1,0,4,0.0,0.0
2335,0,0,0,23,1,240,1,0,0.09375,0.09375
8881,0,0,1,21,1,177,1,0,0.07446808510638298,0.07446808510638298
1803,0,0,0,25,1,5660,1,6,0.09333333333333334,0.09333333333333334
4316,0,0,1,3,1,562,1,0,0.0,0.0
3864,0,0,0,1,1,10262,0,5,0.15217391304347827,0.15217391304347827
11280,0,1,0,147,0,5563,0,3,0.0,0.0
7414,1,0,1,12,1,6588,1,4,0.2857142857142857,0.2857142857142857
2749,0,1,0,24,1,2678,0,4,0.0,0.0
1442,0,1,0,36,1,3849,0,4,0.0,0.0
3917,0,0,0,4,1,-1,1,0,0.07407407407407407,0.07407407407407407
11140,0,0,1,10,1,-1,1,0,0.0,0.0
3288,1,1,0,0,1,535,1,1,0.265625,0.265625
2141,0,1,0,54,0,3165,0,4,0.25,0.25
5084,0,0,0,0,1,2837,1,2,0.0,0.0
6319,0,1,0,88,1,4027,0,3,0.0,0.0
6654,0,1,0,25,1,1079,0,4,0.0,0.0
10430,0,0,0,30,0,1546,1,2,0.12121212121212122,0.12121212121212122
9101,0,1,1,0,1,2926,1,1,0.0,0.0
2707,0,0,1,29,1,8347,1,10,0.056074766355140186,0.056074766355140186
3476,0,0,0,11,1,-1,1,6,0.010309278350515464,0.010309278350515464
10816,0,1,0,61,1,2587,0,4,0.0,0.0
6276,0,0,1,11,1,8157,1,4,0.0,0.0
1085,0,0,0,201,1,-1,0,1,0.0,0.0
5218,0,0,0,25,1,7489,0,10,0.0,0.0
6615,0,0,3,29,1,1266,1,0,0.0,0.0
9845,0,0,3,0,1,5927,1,1,0.0,0.0
3706,0,1,0,0,1,-1,0,5,0.0,0.0
6931,0,0,3,0,1,-1,1,2,0.0,0.0
5904,0,0,1,19,1,4058,1,3,0.02564102564102564,0.02564102564102564
4929,0,0,0,4,1,8,1,0,0.06666666666666667,0.06666666666666667
7018,0,1,0,42,0,4964,0,5,0.1038961038961039,0.1038961038961039
8528,0,0,0,37,0,9320,1,7,0.11504424778761062,0.11504424778761062
2427,0,0,0,156,1,6466,0,3,0.0,0.0
11380,0,1,0,157,1,-1,0,3,0.0,0.0
9598,1,1,0,51,1,3992,1,0,0.20588235294117646,0.20588235294117646
8095,0,0,0,115,1,7299,0,5,0.0,0.0
11025,0,0,0,0,1,12029,1,4,0.23809523809523808,0.23809523809523808
10831,0,0,4,169,1,7148,1,1,0.0,0.0
4625,0,1,0,53,0,5638,0,10,0.10256410256410256,0.10256410256410256
8570,0,0,1,30,1,2426,1,2,0.0,0.0
3462,0,0,0,149,1,7134,0,7,0.0,0.0
4672,0,0,0,0,1,2837,1,2,0.0,0.0
2562,0,0,0,0,1,1953,1,3,0.18518518518518517,0.18518518518518517
471,0,1,0,50,1,7403,0,6,0.0,0.0
7324,0,1,0,96,1,2381,0,3,0.0,0.0
7931,0,1,0,74,0,4880,0,4,0.0,0.0
7610,0,1,1,7,1,3,1,0,0.05803571428571429,0.05803571428571429
4852,1,1,4,4,1,2618,1,0,0.19402985074626866,0.19402985074626866
1607,1,0,0,533,1,2,1,0,0.2631578947368421,0.2631578947368421
7103,0,0,0,29,1,1633,1,2,0.0,0.0
8039,0,0,0,14,0,-1,0,4,0.0,0.0
982,0,0,0,0,1,-1,1,4,0.26666666666666666,0.26666666666666666
7612,0,0,0,54,0,7424,0,2,0.0,0.0
8063,0,1,0,105,0,9204,0,6,0.0,0.0
6307,0,0,0,39,1,2079,0,4,0.12,0.12
8518,0,0,0,14,1,7295,1,5,0.0,0.0
4987,0,1,0,67,1,5290,0,5,0.02564102564102564,0.02564102564102564
10433,0,0,0,1,1,2301,1,3,0.0,0.0
7659,1,0,0,0,1,4377,1,1,0.23809523809523808,0.23809523809523808
5514,0,0,0,103,0,12210,0,8,0.17647058823529413,0.17647058823529413
4589,0,1,0,85,0,7988,0,4,0.0,0.0
2449,0,0,0,199,0,9073,0,5,0.014492753623188406,0.014492753623188406
9341,1,0,0,51,1,3992,1,0,0.13333333333333333,0.13333333333333333
7651,0,0,1,63,1,5014,0,5,0.0,0.0
5638,0,1,0,52,1,-1,1,4,0.0,0.0
1507,0,0,0,9,1,7534,1,0,0.0,0.0
5437,1,1,0,71,0,5517,0,6,0.13333333333333333,0.13333333333333333
251,0,0,0,4,1,1,1,0,0.0,0.0
4766,0,1,0,32,0,2749,0,3,0.0,0.0
2399,0,1,0,238,0,9558,0,6,0.15789473684210525,0.15789473684210525
9448,0,1,0,23,1,1350,1,2,0.01818181818181818,0.01818181818181818
5622,0,1,0,0,1,9346,1,4,0.03409090909090909,0.03409090909090909
5166,0,1,0,282,0,6065,0,8,0.011111111111111112,0.011111111111111112
314,0,1,0,129,1,-1,0,4,0.0,0.0
10554,0,0,2,1,1,8264,1,6,0.0,0.0
6687,0,1,0,27,1,5569,1,0,0.0,0.0
10500,0,1,0,45,1,5102,0,4,0.0,0.0
10346,0,0,0,22,1,5616,1,5,0.09302325581395349,0.09302325581395349
4183,0,0,0,47,1,7298,0,5,0.0,0.0
10952,0,0,0,133,1,-1,0,2,0.0,0.0
4577,1,0,0,21,1,5616,1,5,0.2777777777777778,0.2777777777777778
4038,0,0,0,48,1,5001,0,6,0.12307692307692308,0.12307692307692308
3805,0,1,0,132,1,4839,0,3,0.0,0.0
2045,0,0,0,51,1,7186,0,5,0.0,0.0
2149,0,1,0,0,1,-1,1,1,0.0,0.0
6420,0,1,0,27,1,1038,0,1,0.0,0.0
10154,0,1,0,0,1,12714,0,5,0.0273972602739726,0.0273972602739726
5503,1,1,0,22,1,7678,1,4,0.3582089552238806,0.3582089552238806
10779,0,1,0,79,1,4443,0,5,0.07692307692307693,0.07692307692307693
4233,0,1,0,322,1,6858,0,6,0.02040816326530612,0.02040816326530612
10266,0,0,0,90,0,4180,1,0,0.0,0.0
8996,0,0,0,1,1,-1,1,0,0.11764705882352941,0.11764705882352941
9702,0,0,0,5,1,2837,1,2,0.0,0.0
2564,0,1,0,168,0,7730,0,4,0.0,0.0
